Id,Year,Total,White,Black or African American,American Indian or Alaskan Native,Asian,Native Hawaiian and Other Pacific Islander,Hispanic,Some other race,Two or more races
1500000US220710109005,1990,384,297,87,0,0,,7,0,
1500000US220710083002,1990,418,357,54,0,7,,18,0,
1500000US220710120003,1990,435,388,47,0,0,,10,0,
1500000US220710006012,1990,209,0,209,0,0,,0,0,
1500000US220710101002,1990,779,354,366,0,20,,70,39,
1500000US220710006131,1990,503,359,144,0,0,,0,0,
1500000US220710101003,1990,694,614,72,0,8,,8,0,
1500000US220710117003,1990,640,640,0,0,0,,21,0,
1500000US220710100004,1990,398,277,121,0,0,,4,0,
1500000US220710081012,1990,2650,12,2638,0,0,,0,0,
1500000US220710090002,1990,879,713,138,0,9,,52,19,
1500000US220710006031,1990,1285,48,1195,0,0,,148,42,
1500000US220710100002,1990,456,0,456,0,0,,0,0,
1500000US220710083001,1990,265,251,0,7,7,,12,0,
1500000US220710006072,1990,1233,1175,0,0,58,,9,0,
1500000US220710100005,1990,633,0,623,10,0,,0,0,
1500000US220710082003,1990,267,230,13,0,0,,13,24,
1500000US220710091005,1990,531,95,421,0,0,,23,15,
1500000US220710006062,1990,1481,1273,203,0,0,,85,5,
1500000US220710091003,1990,535,286,249,0,0,,16,0,
1500000US220710135982,1990,0,0,0,0,0,,0,0,
1500000US220710090001,1990,603,596,0,7,0,,7,0,
1500000US220710006032,1990,1251,136,984,0,48,,212,83,
1500000US220710081011,1990,1219,33,1186,0,0,,6,0,
1500000US220710136981,1990,0,0,0,0,0,,0,0,
1500000US220710091001,1990,486,8,478,0,0,,0,0,
1500000US220710100001,1990,559,0,559,0,0,,0,0,
1500000US220710077005,1990,361,62,299,0,0,,11,0,
1500000US220710006042,1990,1898,1115,592,7,61,,312,123,
1500000US220710078003,1990,252,190,50,0,0,,12,12,
1500000US220710078002,1990,249,147,102,0,0,,19,0,
1500000US220710091004,1990,628,0,628,0,0,,30,0,
1500000US220710101001,1990,814,209,605,0,0,,0,0,
1500000US220710117004,1990,657,657,0,0,0,,8,0,
1500000US220710101004,1990,388,166,207,0,15,,0,0,
1500000US220710091002,1990,399,194,205,0,0,,0,0,
1500000US220710109001,1990,922,133,789,0,0,,7,0,
1500000US220710109006,1990,616,80,536,0,0,,16,0,
1500000US220710082002,1990,487,322,120,6,0,,89,39,
1500000US220710092004,1990,424,0,424,0,0,,40,0,
1500000US220710092002,1990,448,0,448,0,0,,0,0,
1500000US220710102004,1990,653,95,530,0,0,,28,28,
1500000US220710084003,1990,411,33,378,0,0,,0,0,
1500000US220710111002,1990,364,19,338,0,7,,0,0,
1500000US220710102003,1990,573,10,563,0,0,,0,0,
1500000US220710117001,1990,771,734,37,0,0,,24,0,
1500000US220710006063,1990,1452,1175,140,6,123,,39,8,
1500000US220710092003,1990,354,9,345,0,0,,0,0,
1500000US220710092005,1990,458,22,408,0,0,,0,28,
1500000US220710111003,1990,633,69,564,0,0,,6,0,
1500000US220710084002,1990,630,318,290,0,22,,8,0,
1500000US220710120002,1990,527,450,77,0,0,,8,0,
1500000US220710082001,1990,788,665,100,0,0,,71,23,
1500000US220710135981,1990,0,0,0,0,0,,0,0,
1500000US220710079002,1990,312,274,38,0,0,,11,0,
1500000US220710006073,1990,1895,1716,146,5,22,,59,6,
1500000US220710092001,1990,500,0,490,0,0,,10,10,
1500000US220710102002,1990,705,0,705,0,0,,0,0,
1500000US220710084001,1990,621,254,361,6,0,,0,0,
1500000US220710078004,1990,423,362,56,0,5,,51,0,
1500000US220710078001,1990,210,57,153,0,0,,0,0,
1500000US220710117005,1990,508,508,0,0,0,,24,0,
1500000US220710120001,1990,641,619,22,0,0,,42,0,
1500000US220710077002,1990,237,17,220,0,0,,0,0,
1500000US220710006043,1990,1166,86,1061,0,0,,31,19,
1500000US220710006011,1990,2810,0,2805,5,0,,0,0,
1500000US220710111004,1990,529,51,478,0,0,,0,0,
1500000US220710077004,1990,0,0,0,0,0,,0,0,
1500000US220710085004,1990,339,0,339,0,0,,0,0,
1500000US220710119002,1990,829,806,15,0,8,,6,0,
1500000US220710093013,1990,370,0,364,6,0,,0,0,
1500000US220710003003,1990,348,37,300,11,0,,0,0,
1500000US220710003002,1990,391,53,338,0,0,,0,0,
1500000US220710079001,1990,198,43,155,0,0,,0,0,
1500000US220710125002,1990,767,275,492,0,0,,43,0,
1500000US220710077003,1990,191,17,118,0,0,,51,56,
1500000US220710102005,1990,380,22,358,0,0,,0,0,
1500000US220710135983,1990,0,0,0,0,0,,0,0,
1500000US220710111001,1990,483,47,436,0,0,,0,0,
1500000US220710093022,1990,1885,22,1863,0,0,,8,0,
1500000US220710085003,1990,527,0,527,0,0,,34,0,
1500000US220710125001,1990,697,588,97,6,6,,20,0,
1500000US220710093014,1990,196,0,196,0,0,,0,0,
1500000US220710093012,1990,311,0,311,0,0,,6,0,
1500000US220710125003,1990,333,0,333,0,0,,0,0,
1500000US220710119001,1990,526,526,0,0,0,,29,0,
1500000US220710093021,1990,1951,0,1951,0,0,,0,0,
1500000US220710006041,1990,1599,347,1213,8,19,,62,12,
1500000US220710067001,1990,217,202,15,0,0,,94,0,
1500000US220710079003,1990,431,100,317,14,0,,43,0,
1500000US220710085002,1990,546,0,546,0,0,,0,0,
1500000US220710080005,1990,245,9,236,0,0,,0,0,
1500000US220710121023,1990,341,314,18,0,0,,9,9,
1500000US220710102001,1990,663,42,621,0,0,,0,0,
1500000US220710111005,1990,520,63,435,11,11,,0,0,
1500000US220710121021,1990,355,355,0,0,0,,0,0,
1500000US220710006022,1990,913,210,703,0,0,,0,0,
1500000US220710126002,1990,758,250,475,0,22,,11,11,
1500000US220710006021,1990,886,387,474,0,0,,42,25,
1500000US220710126003,1990,559,536,9,14,0,,7,0,
1500000US220710093011,1990,412,0,412,0,0,,17,0,
1500000US220710086004,1990,144,0,144,0,0,,0,0,
1500000US220710004004,1990,708,21,687,0,0,,0,0,
1500000US220710112002,1990,737,472,215,0,16,,57,34,
1500000US220710121022,1990,3561,3161,286,0,98,,217,16,
1500000US220710080003,1990,257,0,257,0,0,,0,0,
1500000US220710067002,1990,262,69,182,0,11,,11,0,
1500000US220710080004,1990,156,0,156,0,0,,0,0,
1500000US220710085001,1990,369,0,369,0,0,,0,0,
1500000US220710080001,1990,193,0,193,0,0,,0,0,
1500000US220710103002,1990,1214,33,1181,0,0,,14,0,
1500000US220710094005,1990,367,0,367,0,0,,0,0,
1500000US220710086003,1990,478,25,453,0,0,,0,0,
1500000US220710080002,1990,227,0,227,0,0,,0,0,
1500000US220710003004,1990,599,6,593,0,0,,0,0,
1500000US220710003001,1990,370,5,365,0,0,,0,0,
1500000US220710068004,1990,182,0,182,0,0,,0,0,
1500000US220710127004,1990,544,479,44,0,21,,0,0,
1500000US220710077001,1990,617,542,75,0,0,,11,0,
1500000US220710068005,1990,650,0,650,0,0,,0,0,
1500000US220710103003,1990,835,121,714,0,0,,17,0,
1500000US220710086005,1990,787,56,725,0,0,,46,6,
1500000US220710006023,1990,900,212,679,0,0,,0,9,
1500000US220710067003,1990,66,0,66,0,0,,0,0,
1500000US220710004003,1990,584,136,448,0,0,,0,0,
1500000US220710094004,1990,662,0,662,0,0,,0,0,
1500000US220710129002,1990,333,314,14,0,0,,41,5,
1500000US220710006054,1990,236,47,189,0,0,,0,0,
1500000US220710121013,1990,409,339,61,0,9,,0,0,
1500000US220710068003,1990,1061,0,1061,0,0,,0,0,
1500000US220710006051,1990,1102,315,761,8,13,,18,5,
1500000US220710112001,1990,670,579,42,0,7,,77,42,
1500000US220710127003,1990,628,222,393,0,0,,46,13,
1500000US220710094006,1990,449,18,431,0,0,,0,0,
1500000US220710086002,1990,198,11,187,0,0,,0,0,
1500000US220710126001,1990,653,508,145,0,0,,41,0,
1500000US220710059004,1990,395,167,214,14,0,,37,0,
1500000US220710119003,1990,668,628,0,15,15,,76,10,
1500000US220710006061,1990,919,894,0,0,25,,24,0,
1500000US220710001002,1990,444,187,257,0,0,,17,0,
1500000US220710068001,1990,63,0,63,0,0,,0,0,
1500000US220710094003,1990,279,0,279,0,0,,0,0,
1500000US220710086001,1990,372,0,372,0,0,,0,0,
1500000US220710103004,1990,537,79,458,0,0,,16,0,
1500000US220710059003,1990,23,23,0,0,0,,0,0,
1500000US220710069003,1990,212,0,212,0,0,,0,0,
1500000US220710002003,1990,571,85,486,0,0,,0,0,
1500000US220710094007,1990,34,0,34,0,0,,0,0,
1500000US220710068002,1990,711,0,711,0,0,,0,0,
1500000US220710002002,1990,488,42,446,0,0,,0,0,
1500000US220710002001,1990,534,129,405,0,0,,0,0,
1500000US220710127001,1990,759,419,340,0,0,,32,0,
1500000US220710121011,1990,542,397,116,0,29,,24,0,
1500000US220710006052,1990,627,277,342,0,8,,0,0,
1500000US220710057001,1990,429,411,10,8,0,,27,0,
1500000US220710042003,1990,259,231,20,8,0,,0,0,
1500000US220710001003,1990,387,306,81,0,0,,0,0,
1500000US220710004002,1990,830,201,629,0,0,,24,0,
1500000US220710122003,1990,1179,1129,45,0,0,,18,5,
1500000US220710007994,1990,0,0,0,0,0,,0,0,
1500000US220710094002,1990,622,16,606,0,0,,5,0,
1500000US220710121012,1990,1196,1007,29,0,160,,100,0,
1500000US220710123003,1990,678,616,62,0,0,,43,0,
1500000US220710127002,1990,596,240,305,0,41,,24,10,
1500000US220710129001,1990,609,349,246,0,0,,46,14,
1500000US220710103001,1990,1110,10,1091,0,0,,15,9,
1500000US220710007023,1990,897,538,307,17,0,,83,35,
1500000US220710123001,1990,621,193,412,0,0,,35,16,
1500000US220710069002,1990,4574,12,4562,0,0,,6,0,
1500000US220710130002,1990,687,175,512,0,0,,0,0,
1500000US220710128003,1990,1011,726,285,0,0,,64,0,
1500000US220710131003,1990,487,0,478,0,0,,0,9,
1500000US220710001004,1990,587,358,127,0,0,,74,102,
1500000US220710129003,1990,734,176,558,0,0,,25,0,
1500000US220710094001,1990,329,0,329,0,0,,0,0,
1500000US220710123002,1990,897,219,589,0,14,,72,75,
1500000US220710122002,1990,599,510,84,0,0,,5,5,
1500000US220710130003,1990,742,82,649,0,11,,0,0,
1500000US220710059002,1990,0,0,0,0,0,,0,0,
1500000US220710058003,1990,16,16,0,0,0,,0,0,
1500000US220710059001,1990,190,148,37,0,5,,0,0,
1500000US220710069001,1990,0,0,0,0,0,,0,0,
1500000US220710128002,1990,572,545,6,0,0,,25,21,
1500000US220710124002,1990,674,208,432,0,34,,6,0,
1500000US220710070003,1990,718,0,718,0,0,,0,0,
1500000US220710060003,1990,199,169,22,0,8,,13,0,
1500000US220710131004,1990,515,0,515,0,0,,9,0,
1500000US220710006059,1990,3090,2110,851,21,31,,251,77,
1500000US220710130001,1990,683,208,475,0,0,,5,0,
1500000US220710058002,1990,214,96,118,0,0,,9,0,
1500000US220710124003,1990,391,374,9,0,0,,39,8,
1500000US220710122001,1990,168,168,0,0,0,,0,0,
1500000US220710001001,1990,480,315,165,0,0,,0,0,
1500000US220710007021,1990,1006,264,742,0,0,,15,0,
1500000US220710060004,1990,242,0,214,0,28,,0,0,
1500000US220710042002,1990,472,467,0,0,0,,5,5,
1500000US220710132003,1990,886,259,619,0,8,,0,0,
1500000US220710072004,1990,328,0,322,0,6,,0,0,
1500000US220710042004,1990,368,331,29,0,0,,25,8,
1500000US220710047001,1990,282,256,26,0,0,,0,0,
1500000US220710060002,1990,76,13,33,0,30,,0,0,
1500000US220710131001,1990,539,0,539,0,0,,0,0,
1500000US220710131002,1990,851,0,851,0,0,,0,0,
1500000US220710007022,1990,814,192,605,0,0,,92,17,
1500000US220710124001,1990,718,301,417,0,0,,66,0,
1500000US220710001005,1990,374,296,28,6,0,,44,44,
1500000US220710004001,1990,483,172,304,0,0,,16,7,
1500000US220710072005,1990,730,6,721,0,0,,3,3,
1500000US220710042005,1990,242,192,13,9,11,,39,17,
1500000US220710060001,1990,370,28,326,0,16,,0,0,
1500000US220710038003,1990,268,268,0,0,0,,0,0,
1500000US220710072003,1990,454,0,454,0,0,,0,0,
1500000US220710049006,1990,373,41,332,0,0,,0,0,
1500000US220710009032,1990,457,7,450,0,0,,0,0,
1500000US220710132002,1990,1164,218,946,0,0,,13,0,
1500000US220710042001,1990,643,612,24,0,0,,34,7,
1500000US220710008002,1990,1060,75,985,0,0,,0,0,
1500000US220710048001,1990,2508,9,2490,9,0,,0,0,
1500000US220710008001,1990,822,97,725,0,0,,15,0,
1500000US220710049005,1990,168,74,94,0,0,,14,0,
1500000US220710058001,1990,85,32,25,0,24,,4,4,
1500000US220710128001,1990,1082,770,272,0,30,,21,10,
1500000US220710009014,1990,918,16,902,0,0,,0,0,
1500000US220710075025,1990,862,79,783,0,0,,0,0,
1500000US220710011004,1990,557,216,334,0,0,,51,7,
1500000US220710132004,1990,601,273,319,5,0,,4,4,
1500000US220710009042,1990,757,0,749,8,0,,0,0,
1500000US220710071002,1990,294,0,294,0,0,,0,0,
1500000US220710039006,1990,80,0,80,0,0,,0,0,
1500000US220710038002,1990,623,603,10,0,0,,16,10,
1500000US220710132001,1990,744,276,468,0,0,,0,0,
1500000US220710007024,1990,571,93,478,0,0,,6,0,
1500000US220710011009,1990,0,0,0,0,0,,0,0,
1500000US220710049004,1990,204,59,145,0,0,,39,0,
1500000US220710070002,1990,181,15,166,0,0,,0,0,
1500000US220710008003,1990,990,71,919,0,0,,0,0,
1500000US220710038001,1990,731,705,11,0,15,,0,0,
1500000US220710018002,1990,200,113,61,7,19,,0,0,
1500000US220710018003,1990,481,350,123,0,0,,31,8,
1500000US220710075026,1990,444,22,422,0,0,,0,0,
1500000US220710026002,1990,610,538,47,0,11,,47,14,
1500000US220710049007,1990,728,217,500,0,0,,21,11,
1500000US220710072002,1990,406,7,399,0,0,,0,0,
1500000US220710072006,1990,325,28,279,0,4,,14,14,
1500000US220710009043,1990,823,14,809,0,0,,0,0,
1500000US220710039005,1990,3,0,3,0,0,,0,0,
1500000US220710012002,1990,410,282,128,0,0,,13,0,
1500000US220710011003,1990,1237,291,946,0,0,,13,0,
1500000US220710049003,1990,335,0,335,0,0,,0,0,
1500000US220710018004,1990,441,328,101,0,0,,91,12,
1500000US220710012001,1990,309,116,193,0,0,,19,0,
1500000US220710044015,1990,327,0,327,0,0,,0,0,
1500000US220710009013,1990,644,10,634,0,0,,0,0,
1500000US220710009044,1990,589,0,589,0,0,,0,0,
1500000US220710044022,1990,1303,9,1294,0,0,,0,0,
1500000US220710070001,1990,804,58,744,0,0,,15,2,
1500000US220710011992,1990,7,7,0,0,0,,0,0,
1500000US220710039003,1990,434,156,278,0,0,,7,0,
1500000US220710075024,1990,479,38,441,0,0,,0,0,
1500000US220710049002,1990,701,20,650,0,0,,31,31,
1500000US220710063003,1990,694,212,456,0,20,,6,6,
1500000US220710013044,1990,653,225,428,0,0,,0,0,
1500000US220710075014,1990,620,0,620,0,0,,0,0,
1500000US220710071001,1990,4258,446,3732,0,0,,93,80,
1500000US220710009041,1990,577,0,577,0,0,,0,0,
1500000US220710039004,1990,222,16,166,0,0,,0,40,
1500000US220710044014,1990,595,0,595,0,0,,0,0,
1500000US220710049001,1990,576,23,526,0,0,,50,27,
1500000US220710026001,1990,579,336,225,0,18,,28,0,
1500000US220710012003,1990,803,270,533,0,0,,14,0,
1500000US220710026003,1990,417,312,80,0,9,,32,16,
1500000US220710013033,1990,787,196,546,0,0,,45,45,
1500000US220710071003,1990,168,33,123,0,0,,12,12,
1500000US220710039002,1990,441,48,379,0,8,,21,6,
1500000US220710063004,1990,515,224,226,0,0,,93,65,
1500000US220710063002,1990,682,142,345,0,0,,277,195,
1500000US220710072001,1990,800,53,718,0,12,,12,17,
1500000US220710013013,1990,699,332,354,0,0,,30,13,
1500000US220710013022,1990,1093,63,1008,0,0,,22,22,
1500000US220710044013,1990,312,0,312,0,0,,18,0,
1500000US220710011002,1990,886,239,612,9,20,,27,6,
1500000US220710013012,1990,422,73,349,0,0,,0,0,
1500000US220710063001,1990,327,161,116,0,22,,80,28,
1500000US220710064004,1990,589,164,405,0,0,,42,20,
1500000US220710027003,1990,439,31,377,0,0,,49,31,
1500000US220710009033,1990,644,0,644,0,0,,0,0,
1500000US220710075023,1990,1195,19,1176,0,0,,0,0,
1500000US220710039001,1990,486,6,480,0,0,,18,0,
1500000US220710018001,1990,360,260,88,0,0,,63,12,
1500000US220710044021,1990,1077,0,1077,0,0,,0,0,
1500000US220710012004,1990,694,259,313,0,122,,54,0,
1500000US220710027002,1990,665,13,652,0,0,,8,0,
1500000US220710009012,1990,832,0,832,0,0,,17,0,
1500000US220710027004,1990,670,0,670,0,0,,0,0,
1500000US220710044012,1990,411,22,389,0,0,,0,0,
1500000US220710007013,1990,1095,11,1084,0,0,,0,0,
1500000US220710040003,1990,682,5,672,5,0,,0,0,
1500000US220710019002,1990,900,248,646,0,0,,66,6,
1500000US220710044016,1990,191,0,191,0,0,,0,0,
1500000US220710013014,1990,480,65,415,0,0,,0,0,
1500000US220710076054,1990,0,0,0,0,0,,0,0,
1500000US220710009031,1990,559,0,559,0,0,,0,0,
1500000US220710075022,1990,794,35,751,0,0,,19,8,
1500000US220710075013,1990,631,0,631,0,0,,0,0,
1500000US220710050004,1990,372,0,344,0,0,,28,28,
1500000US220710006999,1990,0,0,0,0,0,,0,0,
1500000US220710017332,1990,2021,562,1347,0,49,,60,63,
1500000US220710014012,1990,633,4,629,0,0,,0,0,
1500000US220710065001,1990,502,444,23,0,0,,123,35,
1500000US220710030003,1990,356,0,356,0,0,,0,0,
1500000US220710028002,1990,561,0,561,0,0,,0,0,
1500000US220710065005,1990,523,369,89,0,0,,95,65,
1500000US220710009026,1990,482,0,482,0,0,,0,0,
1500000US220710029001,1990,481,7,474,0,0,,0,0,
1500000US220710036003,1990,711,116,591,0,0,,4,4,
1500000US220710075015,1990,808,0,808,0,0,,0,0,
1500000US220710064005,1990,914,398,372,0,62,,94,82,
1500000US220710075021,1990,608,26,582,0,0,,0,0,
1500000US220710009034,1990,659,0,659,0,0,,0,0,
1500000US220710014015,1990,490,0,490,0,0,,0,0,
1500000US220710036001,1990,739,43,688,0,0,,43,8,
1500000US220710028001,1990,717,0,717,0,0,,7,0,
1500000US220710014014,1990,755,0,755,0,0,,8,0,
1500000US220710021003,1990,586,0,586,0,0,,13,0,
1500000US220710030002,1990,502,10,488,0,0,,11,4,
1500000US220710054002,1990,717,646,55,0,0,,45,16,
1500000US220710014013,1990,676,0,676,0,0,,0,0,
1500000US220710011001,1990,409,7,402,0,0,,13,0,
1500000US220710022002,1990,717,83,591,0,11,,32,32,
1500000US220710017981,1990,2220,0,2220,0,0,,13,0,
1500000US220710022003,1990,666,17,649,0,0,,0,0,
1500000US220710031001,1990,597,0,597,0,0,,0,0,
1500000US220710037026,1990,1057,576,448,0,8,,95,25,
1500000US220710037023,1990,549,90,413,0,0,,51,46,
1500000US220710014017,1990,255,0,255,0,0,,0,0,
1500000US220710014016,1990,285,0,285,0,0,,0,0,
1500000US220710022001,1990,753,52,682,0,0,,22,19,
1500000US220710015001,1990,399,86,290,0,4,,49,19,
1500000US220710046004,1990,919,733,96,9,0,,114,81,
1500000US220710021001,1990,452,22,430,0,0,,0,0,
1500000US220710037024,1990,1004,193,811,0,0,,16,0,
1500000US220710021002,1990,739,40,699,0,0,,28,0,
1500000US220710046003,1990,1879,1795,62,7,0,,93,15,
1500000US220710016002,1990,2598,0,2598,0,0,,11,0,
1500000US220710041001,1990,713,554,88,7,17,,46,47,
1500000US220710055003,1990,358,358,0,0,0,,41,0,
1500000US220710023003,1990,680,69,611,0,0,,0,0,
1500000US220710023004,1990,721,96,625,0,0,,37,0,
1500000US220710023002,1990,563,25,538,0,0,,17,0,
1500000US220710023005,1990,430,69,361,0,0,,0,0,
1500000US220710023006,1990,774,103,656,0,0,,14,15,
1500000US220710055002,1990,548,535,0,13,0,,31,0,
1500000US220710017982,1990,1831,0,1831,0,0,,0,0,
1500000US220710037012,1990,1441,873,564,0,0,,26,4,
1500000US220710037021,1990,836,0,739,0,0,,82,97,
1500000US220710076043,1990,520,520,0,0,0,,34,0,
1500000US220710037022,1990,591,125,455,11,0,,11,0,
1500000US220710031003,1990,441,45,396,0,0,,17,0,
1500000US220710031002,1990,876,5,866,0,0,,5,5,
1500000US220710033064,1990,1883,0,1883,0,0,,0,0,
1500000US220710055004,1990,882,824,10,0,36,,60,12,
1500000US220710033052,1990,1393,0,1393,0,0,,0,0,
1500000US220710033084,1990,581,5,566,0,0,,43,10,
1500000US220710023001,1990,707,75,632,0,0,,12,0,
1500000US220710033072,1990,704,41,659,0,0,,12,4,
1500000US220710046002,1990,0,0,0,0,0,,0,0,
1500000US220710055001,1990,1100,1058,31,11,0,,22,0,
1500000US220710017032,1990,466,0,466,0,0,,0,0,
1500000US220710023007,1990,238,6,215,0,0,,17,17,
1500000US220710024012,1990,186,24,162,0,0,,13,0,
1500000US220710037011,1990,705,229,476,0,0,,30,0,
1500000US220710017033,1990,1193,0,1187,0,6,,7,0,
1500000US220710076042,1990,124,78,46,0,0,,0,0,
1500000US220710030005,1990,259,0,259,0,0,,0,0,
1500000US220710036002,1990,1043,31,1012,0,0,,17,0,
1500000US220710030004,1990,308,5,290,13,0,,0,0,
1500000US220710014011,1990,568,12,556,0,0,,0,0,
1500000US220710007014,1990,657,34,623,0,0,,0,0,
1500000US220710054003,1990,631,387,230,0,0,,105,14,
1500000US220710037025,1990,569,441,128,0,0,,14,0,
1500000US220710007011,1990,766,0,720,46,0,,7,0,
1500000US220710041002,1990,771,352,415,0,4,,7,0,
1500000US220710035001,1990,602,5,587,0,0,,23,10,
1500000US220710015002,1990,731,80,651,0,0,,0,0,
1500000US220710028003,1990,464,0,464,0,0,,42,0,
1500000US220710028004,1990,384,4,380,0,0,,0,0,
1500000US220710045004,1990,441,32,409,0,0,,44,0,
1500000US220710076051,1990,418,10,408,0,0,,0,0,
1500000US220710013011,1990,589,20,569,0,0,,0,0,
1500000US220710027001,1990,395,31,324,0,0,,73,40,
1500000US220710044011,1990,674,18,656,0,0,,0,0,
1500000US220710064002,1990,480,233,137,56,16,,167,38,
1500000US220710027005,1990,495,7,470,0,18,,5,0,